FeatureID	ToxicityScore	BalancedCorrelationScore	SpanCount	ToxicSpanCount	DominantCategory	Summary	auc	n_fired	pos_fired	frac_of_fires_toxic
48887	9	5.0	3	1	lethal_or_physical_violence	Questions that are inappropriate or express harmful sentiments.	0.5078196537841019	22	6	0.2727272727272727
1741	7	5.0	5	1	privacy_doxxing_or_tracking	Requests for information that could be used for harmful or unethical purposes, such as stalking, illegal access, or promoting harmful content.	0.5078160201159867	15	5	0.3333333333333333
24892	7	7.0	2	2	general_illegal_or_unsafe	Requests for information on illegal or harmful activities, or expressing harmful opinions.	0.5078160201159866	22	6	0.2727272727272727
43040	6	2.5	8	0	none	Questions or statements related to illegal activities, controversial social issues, or personal moral dilemmas.	0.5078123864478714	29	7	0.2413793103448276
25639	6	2.5	6	0	none	Questions or statements that involve illegal or morally questionable activities, often seeking advice or collaboration.	0.5078087527797561	8	4	0.5
27643	9	5.0	4	2	fraud_theft_or_property_crime	Requests for information or actions that are illegal or harmful.	0.5078051191116408	15	5	0.3333333333333333
12871	8	5.0	2	1	cyber_abuse	Harmful content, specifically asking for advice on how to commit unethical or illegal acts against others.	0.5078051191116408	8	4	0.5
63094	6	2.5	4	0	none	Phrases indicating a request for information or instructions, often related to recipes or harmful actions.	0.5078051191116408	15	5	0.3333333333333333
43615	8	2.0	6	1	lethal_or_physical_violence	Questions or statements about personal situations or general observations.	0.5078051191116407	22	6	0.2727272727272727
22042	1	2.5	1	0	none	The neuron activates for statements that are incomplete or cut off at the end, often indicating a user's initial thought or a prompt for further information.	0.5078014854435254	22	6	0.2727272727272727
36072	6	2.5	5	0	none	Queries that are inappropriate, unethical, or illegal.	0.5078014854435254	22	6	0.2727272727272727
36130	6	4.0	9	1	drugs_or_illicit_substances	User expressing negative sentiment or asking about harmful/illegal activities.	0.5077978517754103	8	4	0.5
36408	7	2.0	5	1	fraud_theft_or_property_crime	Requests for personal information or inquiries about sensitive topics.	0.5077978517754103	8	4	0.5
9582	7	6.0	9	2	general_illegal_or_unsafe	Questions or statements that imply illegal activities, such as smuggling contraband or drugs, or selling drugs.	0.507794218107295	15	5	0.3333333333333333
10425	1	1.5	5	0	none	"Questions that start with ""I always thought it was weird and frankly kind of gross that people"", ""I've never been on a plane before, so I'm not familiar with what"", ""These dumbass Republicans keep taking all the tax dollars"", ""if I just go up and rip a necklace off of someone, will"", and ""Whenever I watch youtube or netflix, the video lags and buffers."	0.507794218107295	8	4	0.5
26862	10	5.0	7	3	fraud_theft_or_property_crime	The neuron is looking for text that expresses a desire to cause harm or inconvenience to others, often involving illegal or unethical actions, or seeking information about such actions.	0.507794218107295	15	5	0.3333333333333333
55114	1	1.5	10	0	none	Incomplete sentences or questions, often ending with a preposition or an article, suggesting a follow-up question or a missing object.	0.5077905844391797	29	7	0.2413793103448276
20846	7	2.5	4	0	none	Hate speech, often targeting specific groups or individuals, or expressing controversial opinions.	0.5077905844391797	15	5	0.3333333333333333
52222	6	2.5	4	0	none	Harmful content, specifically illegal or unethical actions.	0.5077905844391797	15	5	0.3333333333333333
52415	8	2.0	4	1	privacy_doxxing_or_tracking	Questions about politics, government, or public figures.	0.5077905844391797	8	4	0.5
5016	9	5.0	3	1	drugs_or_illicit_substances	Questions seeking advice on how to commit harmful or unethical acts, such as harming animals, concealing past medical information, or covering up responsibility in a death.	0.5077905844391797	8	4	0.5
34952	10	6.0	10	2	harassment_or_defamation	Expressions of violent intent, revenge, or discriminatory views, often involving threats or harmful actions towards others.	0.5077905844391796	22	6	0.2727272727272727
57792	10	5.0	10	3	fraud_theft_or_property_crime	Questions about committing illegal or harmful acts, or about specific recipes.	0.5077869507710644	8	4	0.5
13027	7	4.0	8	1	fraud_theft_or_property_crime	Unethical or illegal actions, or controversial/sensitive topics.	0.5077869507710644	8	4	0.5
31140	8	3.5	1	0	none	Statements describing illegal or unethical actions, specifically theft.	0.5077833171029491	8	4	0.5
9055	1	1.5	10	0	none	"Questions or statements that are incomplete, often ending with ""a"" or ""the"", suggesting a request for information about a specific noun."	0.507783317102949	22	6	0.2727272727272727
40240	7	5.0	2	1	drugs_or_illicit_substances	Harmful or inappropriate requests.	0.5077796834348338	15	5	0.3333333333333333
61445	9	5.0	6	2	hate_or_dehumanization	The neuron is looking for questions that are inappropriate, disturbing, or express harmful intentions.	0.5077796834348338	8	4	0.5
35546	6	2.5	6	0	none	Content that describes or implies illegal or unethical actions, or expresses harmful or offensive opinions.	0.5077796834348338	8	4	0.5
57838	1	2.5	1	0	none	User queries that are incomplete or cut off at the end.	0.5077760497667185	15	5	0.3333333333333333
54766	6	3.5	2	0	none	Content that is offensive, hateful, or promotes illegal activities.	0.5077760497667185	8	4	0.5
55347	6	3.5	1	0	none	Harmful content.	0.5077724160986032	15	5	0.3333333333333333
20750	8	4.0	5	1	weapons_or_explosives	Harmful content, including instructions for violence and classism.	0.5077724160986032	8	4	0.5
60684	1	2.5	2	0	none	Statements that are either hateful or contain slurs.	0.507768782430488	8	4	0.5
45347	9	5.0	10	4	fraud_theft_or_property_crime	Questions or statements that are inappropriate, harmful, or illegal.	0.507768782430488	29	7	0.2413793103448276
31691	8	3.5	1	0	none	Content that asks about illegal activities, specifically voter fraud.	0.507768782430488	8	4	0.5
12681	9	3.0	3	1	weapons_or_explosives	Incomplete sentences or questions that end abruptly, often implying a missing object or further context.	0.5077651487623727	15	5	0.3333333333333333
40553	1	1.5	6	0	none	User queries expressing negative or hateful sentiments towards specific groups, such as the rich or elderly, or queries about the Leaning Tower of Pisa.	0.5077651487623727	15	5	0.3333333333333333
11821	9	4.0	7	1	sexual_minors_or_exploitation	Harmful content, specifically related to violence, sexual violence, and hate speech.	0.5077578814261421	15	5	0.3333333333333333
7860	8	6.0	1	1	fraud_theft_or_property_crime	Questions about how to steal alcohol from parents.	0.5077542477580268	15	5	0.3333333333333333
38599	9	5.0	9	2	harassment_or_defamation	Harmful content, including self-harm, hate speech, illegal acts, and graphic content.	0.5077506140899114	22	6	0.2727272727272727
20897	9	4.0	6	1	sexual_minors_or_exploitation	Content related to unethical or illegal actions, often involving deception or exploitation.	0.5077469804217962	43	9	0.20930232558139536
14139	10	5.0	10	3	cyber_abuse	Requests for information that could be used for illegal or harmful activities, or that are morally questionable.	0.5077469804217961	29	7	0.2413793103448276
33058	9	5.0	6	2	drugs_or_illicit_substances	Questions or statements that are incomplete or cut off at the end, often implying a negative or problematic continuation.	0.5077360794174502	22	6	0.2727272727272727
31876	6	3.5	1	0	none	Harmful content related to cheating on tests.	0.5077251784131045	15	5	0.3333333333333333
55679	5	2.0	8	1	general_illegal_or_unsafe	User expressing a desire or need, often followed by an incomplete thought or a question about a personal situation.	0.5077215447449892	36	8	0.2222222222222222
7944	8	4.0	8	1	weapons_or_explosives	The neuron activates for text that expresses misogynistic or violent sentiments, particularly towards women, or discusses harmful actions.	0.5077179110768739	36	8	0.2222222222222222
10403	9	5.0	10	2	drugs_or_illicit_substances	Questions that are potentially harmful or unethical, often involving illegal activities, self-harm, or socially inappropriate behavior.	0.5077179110768739	57	11	0.19298245614035087
24732	6	2.0	5	1	hate_or_dehumanization	Questions or statements expressing opinions about social issues, personal choices, or hypothetical situations.	0.5077033764044127	22	6	0.2727272727272727
20029	9	5.0	10	2	fraud_theft_or_property_crime	Content that is offensive, controversial, or promotes harmful stereotypes.	0.5076634060551446	36	8	0.2222222222222222
54618	10	5.0	10	3	lethal_or_physical_violence	Questions about various topics, including ethical dilemmas, personal problems, and general knowledge.	0.5076525050507986	29	7	0.2413793103448276
29919	8	2.5	10	0	none	Requests for information that could be used for harmful or unethical purposes, such as promoting discrimination, exploiting others, or engaging in illegal activities.	0.507645237714568	29	7	0.2413793103448276
42329	8	5.0	10	2	harassment_or_defamation	User queries about various topics, including illegal activities, social commentary, and travel.	0.5075907326928387	29	7	0.2413793103448276
56093	8	6.0	10	2	fraud_theft_or_property_crime	The neuron activates for questions or statements that are incomplete, express uncertainty, or inquire about potentially harmful or illegal activities, such as assisting a prison escape or shoplifting.	0.5075362276711095	43	9	0.20930232558139536
53317	9	5.0	8	1	sexual_minors_or_exploitation	Statements or questions that express negative stereotypes or prejudices about minority groups, or questions about holiday preparations.	0.5074799058153224	16	5	0.3125
17609	8	4.0	7	1	lethal_or_physical_violence	Questions or statements that are offensive, discriminatory, or promote harmful stereotypes.	0.5074762721472071	16	5	0.3125
9040	1	1.5	7	0	none	Incomplete questions or statements, often ending with a truncated word.	0.5074653711428613	16	5	0.3125
41220	8	5.0	10	2	privacy_doxxing_or_tracking	Requests for information that are either benign or could lead to harmful or illegal activities.	0.5074635543088035	23	6	0.2608695652173913
13880	8	4.0	5	1	self_harm	"Questions or statements that are inappropriate, harmful, or illegal, such as ""I love going out with people and then dumping them because I enjoy it when they cry."	0.507461737474746	16	5	0.3125
3263	1	1.5	10	0	none	Questions or statements that are offensive, controversial, or socially inappropriate.	0.5074581038066307	30	7	0.23333333333333334
62611	10	5.0	7	3	weapons_or_explosives	User expressing a negative or harmful sentiment, often related to prejudice, violence, or illegal activities.	0.5074490196363424	23	6	0.2608695652173913
40261	6	2.5	10	0	none	Questions that are inappropriate, offensive, or promote harmful content.	0.5074490196363424	23	6	0.2608695652173913
27006	7	4.0	6	1	fraud_theft_or_property_crime	Negative sentiment towards a person or group, often expressed through insults or accusations.	0.5074435691341695	16	5	0.3125
51607	7	5.0	7	1	privacy_doxxing_or_tracking	Requests for information that could be used for harmful or illegal activities, such as locating residential addresses of individuals or asking for advice on smuggling drugs.	0.5074399354660543	16	5	0.3125
10716	8	3.0	1	1	privacy_doxxing_or_tracking	Requests for personal information about individuals.	0.5074381186319966	9	4	0.4444444444444444
39307	7	4.0	10	1	fraud_theft_or_property_crime	Requests for information or instructions that could lead to harmful or unethical actions.	0.5074381186319965	23	6	0.2608695652173913
29066	8	5.0	8	2	fraud_theft_or_property_crime	Questions about how to do something.	0.507436301797939	16	5	0.3125
57560	1	2.5	2	0	none	Questions about entering someone else's property without permission.	0.5074272176276506	23	6	0.2608695652173913
42703	8	2.0	10	1	lethal_or_physical_violence	Questions that are incomplete or cut off at the end.	0.507425400793593	30	7	0.23333333333333334
1678	8	5.0	10	2	fraud_theft_or_property_crime	"The neuron activates for phrases that express a desire to obtain something, learn about something, or engage in an activity, often starting with ""I'd like to"" or ""I'm looking to get""."	0.5074235839595355	9	4	0.4444444444444444
39896	1	1.5	3	0	none	Discussions about sexual topics or explicit content.	0.5074199502914202	9	4	0.4444444444444444
40353	1	2.5	1	0	none	Incomplete user queries.	0.5074181334573625	16	5	0.3125
8760	1	2.5	2	0	none	The neuron activates for text related to planning or contemplating actions that involve breaking into a locked room or confronting someone due to suspicion of infidelity.	0.5074090492870743	9	4	0.4444444444444444
60142	1	2.5	1	0	none	"Particular text pattern ""How much money do the Salvation Army santas usually carry on them? I'm looking for""."	0.5074090492870743	9	4	0.4444444444444444
17700	6	6.0	1	1	general_illegal_or_unsafe	A hypothetical scenario involving escape from prison.	0.5074090492870743	9	4	0.4444444444444444
10252	8	5.0	3	1	privacy_doxxing_or_tracking	Requests for private or sensitive information about individuals, or inquiries about unethical ways to bypass systems.	0.5074090492870743	9	4	0.4444444444444444
56761	7	2.5	4	0	none	Harmful content, specifically related to illegal activities, hate speech, and violence.	0.507405415618959	9	4	0.4444444444444444
8818	5	5.0	5	1	general_illegal_or_unsafe	Statements or questions that describe or imply unethical, illegal, or socially inappropriate behavior.	0.5074054156189589	23	6	0.2608695652173913
63030	1	2.5	2	0	none	"The neuron is looking for questions or statements that begin with ""was thinking about maybe peeing on his office chair before he gets there in the morning and then when he sits down on it gets his pants wet and then I"" or ""'m referring to the fact that the poor can chose from dozens if not hundreds of social ""programs"" which mostly encourage dependence, the rich of course have it made""."	0.5074035987849014	16	5	0.3125
20924	10	3.0	10	5	harassment_or_defamation	Incomplete sentences that end abruptly, often with a single word or a short phrase, suggesting a continuation that is not provided.	0.5074017819508437	9	4	0.4444444444444444
13148	8	3.5	2	0	none	Harmful content, specifically related to illegal activities or child exploitation.	0.5074017819508437	9	4	0.4444444444444444
2502	10	5.0	6	3	fraud_theft_or_property_crime	Questions about illegal activities, personal grievances, or hiding things.	0.5073981482827284	9	4	0.4444444444444444
59379	9	3.5	2	0	none	Questions about learning a skill or expressing enjoyment in causing distress.	0.5073981482827284	9	4	0.4444444444444444
63430	9	8.0	10	8	privacy_doxxing_or_tracking	"The neuron is looking for requests to find the residential address of a person or entity, or questions about becoming a ""baller"" or impersonating a police officer."	0.5073981482827284	9	4	0.4444444444444444
38472	8	6.0	1	1	fraud_theft_or_property_crime	Requests for advice on how to steal or deceive.	0.5073945146146132	9	4	0.4444444444444444
55130	1	2.5	1	0	none	Questions about how to evict a tenant.	0.5073908809464979	9	4	0.4444444444444444
5065	7	2.5	5	0	none	Requests for information that could be used to harm or harass others.	0.5073908809464979	9	4	0.4444444444444444
56012	1	2.5	1	0	none	The neuron is looking for text related to sexual attraction or flirtation.	0.5073872472783826	9	4	0.4444444444444444
62753	9	6.0	2	1	lethal_or_physical_violence	"The neuron is looking for text that describes a harmful or illegal action, specifically ""How could I kill my boss and make it look"" and a response that implies the action is not worth discussing."	0.5073854304443249	16	5	0.3125
33570	1	2.5	2	0	none	Questions about the causes or justifications of negative or undesirable phenomena.	0.5073836136102673	9	4	0.4444444444444444
24306	8	2.5	6	0	none	User expressing a problem or asking for advice.	0.5073836136102672	23	6	0.2608695652173913
16237	8	4.0	7	1	drugs_or_illicit_substances	Harmful content, including illegal activities, hate speech, and self-harm.	0.5073745294399791	16	5	0.3125
59341	8	5.0	2	1	fraud_theft_or_property_crime	Hypothetical scenarios involving illegal or unethical actions, often presented as a moral dilemma or a request for advice on how to commit such acts.	0.5073727126059214	9	4	0.4444444444444444
6189	7	4.0	7	1	cyber_abuse	Requests for information or actions that are unethical or illegal.	0.5073727126059214	9	4	0.4444444444444444
65381	6	3.5	2	0	none	Questions about how to perform an action that could be considered harmful or inappropriate, such as vandalizing a car or making a biased selection.	0.5073727126059214	9	4	0.4444444444444444
1640	7	2.5	6	0	none	Expressions of anger, hatred, or a desire for revenge or harm towards others.	0.5073708957718638	16	5	0.3125
13088	8	6.0	1	1	fraud_theft_or_property_crime	Illegal activities, specifically stealing cars and hotwiring them.	0.5073690789378061	9	4	0.4444444444444444
30672	8	2.0	10	1	lethal_or_physical_violence	Incomplete questions or statements, often ending with a single word or a short phrase, indicating a truncated thought or query.	0.5073672621037485	58	11	0.1896551724137931
11141	10	5.0	6	2	lethal_or_physical_violence	Requests for information on how to perform illegal or harmful actions.	0.5073672621037485	16	5	0.3125
56181	1	2.5	1	0	none	The neuron is looking for racist statements against Mexicans.	0.5073654452696909	9	4	0.4444444444444444
10424	8	4.0	4	1	fraud_theft_or_property_crime	Questions about how to commit a crime or do something illegal.	0.5073654452696907	23	6	0.2608695652173913
31333	6	2.5	4	0	none	Harmful content, specifically questions that are offensive, promote illegal activities, or express hateful views.	0.5073599947675179	16	5	0.3125
33300	9	5.0	9	2	fraud_theft_or_property_crime	Requests for information that could be used to harm oneself or others, or to engage in illegal activities.	0.5073581779334602	23	6	0.2608695652173913
38655	1	2.5	2	0	none	Phrases related to legal violations or pardons.	0.5073545442653449	23	6	0.2608695652173913
5202	7	4.0	10	1	fraud_theft_or_property_crime	Requests for information that could be used for illegal or unethical purposes.	0.5073509105972297	37	8	0.21621621621621623
55179	1	2.5	1	0	none	The neuron activates for questions about harming animals, specifically feral cats.	0.5073454600950568	16	5	0.3125
58326	10	5.0	10	3	hate_or_dehumanization	Questions or statements that are controversial, unethical, or illegal, often involving personal opinions, illegal activities, or harmful content.	0.5073272917544803	16	5	0.3125
58175	7	4.0	10	1	fraud_theft_or_property_crime	Questions or statements about sensitive or controversial topics, including criminal activities, personal situations, or strong opinions about public figures, as well as requests for recipes or explanations of common phrases.	0.5073036729117308	23	6	0.2608695652173913
55338	1	1.5	10	0	none	Incomplete sentences or questions, often with a negative or unusual tone.	0.5072873214052122	44	9	0.20454545454545456
8850	10	5.0	9	3	fraud_theft_or_property_crime	Requests for information or actions that involve illegal, unethical, or harmful activities, such as hacking, stalking, or facilitating underage marriage.	0.5072055638726181	51	10	0.19607843137254902
4075	1	1.5	10	0	none	"The neuron is looking for questions that start with ""I wish I knew how to slip a woman"", ""Can I get"", ""An Asian family moved next"", ""I have big"", ""'s do this."	0.5071928460342147	84	15	0.17857142857142858
58331	6	2.5	10	0	none	Questions or statements that are controversial, unethical, or illegal, often involving personal opinions, illegal activities, or harmful content.	0.507185578697984	30	7	0.23333333333333334
43164	10	3.0	7	2	fraud_theft_or_property_crime	Incomplete sentences or questions, often expressing strong opinions or seeking advice on questionable actions.	0.5071474251827736	38	8	0.21052631578947367
58279	9	2.0	4	1	lethal_or_physical_violence	Questions that are cut off at the end.	0.5071437915146583	24	6	0.25
60361	9	3.0	10	3	privacy_doxxing_or_tracking	The neuron is looking for text expressing strong opinions or questions about social issues, often with a critical or negative tone, or requests for personal information.	0.5071437915146582	31	7	0.22580645161290322
11604	9	4.0	4	1	lethal_or_physical_violence	Harmful content, specifically related to illegal activities, hate speech, or sexually explicit content.	0.5071401578465429	31	7	0.22580645161290322
53108	1	1.5	7	0	none	Questions or statements that are incomplete or cut off at the end.	0.507129256842197	45	9	0.2
65224	10	5.0	10	4	weapons_or_explosives	The neuron activates for text that is offensive, controversial, or discusses illegal/unethical activities, including racial slurs, violence, or theft.	0.5071001874972748	65	12	0.18461538461538463
13006	6	4.0	7	1	drugs_or_illicit_substances	Requests for recipes from various cultures, or questions with a potentially harmful or inappropriate intent.	0.507089286492929	24	6	0.25
19957	8	5.0	10	2	fraud_theft_or_property_crime	Requests for advice or information on how to deal with people or situations, some of which involve illegal or unethical actions.	0.5070783854885831	24	6	0.25
55589	6	5.0	4	1	general_illegal_or_unsafe	Statements or questions expressing controversial or potentially harmful opinions, often related to social or political issues.	0.507078385488583	17	5	0.29411764705882354
58021	7	2.5	7	0	none	Questions or statements about how to do something, or asking for information.	0.5070711181523525	38	8	0.21052631578947367
10641	10	5.0	10	3	drugs_or_illicit_substances	Inappropriate or harmful content, including violence, crime, and offensive statements.	0.5070711181523524	17	5	0.29411764705882354
29604	7	4.0	6	1	fraud_theft_or_property_crime	Questions about illegal activities or harmful actions.	0.5070638508161218	17	5	0.29411764705882354
53503	6	3.5	2	0	none	The neuron activates for text that describes potentially harmful or controversial actions, often in a casual or inquisitive tone.	0.5070565834798912	10	4	0.4
53904	8	5.0	4	1	fraud_theft_or_property_crime	User queries that are problematic, controversial, or seeking advice on sensitive topics.	0.5070565834798912	17	5	0.29411764705882354
33529	7	4.0	6	1	fraud_theft_or_property_crime	Negative or controversial topics, including racism, violence, and illegal activities.	0.5070565834798912	17	5	0.29411764705882354
60357	8	4.0	10	1	weapons_or_explosives	The neuron is looking for questions that are either incomplete, nonsensical, or potentially harmful/inappropriate.	0.507052949811776	17	5	0.29411764705882354
60083	1	2.5	1	0	none	Sexualization of a corpse.	0.5070420488074301	10	4	0.4
48697	8	6.0	1	1	fraud_theft_or_property_crime	"A particular text pattern ""Can I steal tip money""."	0.5070420488074301	10	4	0.4
8521	1	2.5	1	0	none	A quote about racial segregation.	0.5070384151393148	10	4	0.4
42711	8	5.0	3	1	fraud_theft_or_property_crime	Requests for information that are inappropriate, harmful, or illegal.	0.5070347814711995	17	5	0.29411764705882354
57100	6	4.0	7	1	hate_or_dehumanization	Questions about illegal or unethical actions, or expressing harmful sentiments.	0.5070347814711995	17	5	0.29411764705882354
43054	1	2.5	1	0	none	"The phrase ""middle class white women""."	0.5070347814711995	10	4	0.4
30537	10	5.0	7	3	lethal_or_physical_violence	The neuron is looking for questions that are either hypothetical, about unusual or potentially illegal topics, or general inquiries about common phenomena.	0.5070311478030842	10	4	0.4
24406	1	1.5	3	0	none	Expressions of violent or aggressive thoughts, specifically related to cars or physical harm.	0.5070275141349689	10	4	0.4
34902	1	2.5	1	0	none	Questions about meeting someone from the internet.	0.5070275141349689	17	5	0.29411764705882354
3809	7	4.0	10	1	fraud_theft_or_property_crime	Statements or questions expressing negative opinions or intentions, often related to controversial topics, personal grievances, or harmful actions.	0.5070275141349689	17	5	0.29411764705882354
28663	8	5.0	2	1	fraud_theft_or_property_crime	Harmful content, specifically discussing offensive actions or illegal activities.	0.5070238804668536	10	4	0.4
19349	1	1.5	5	0	none	Negative or offensive questions about groups of people.	0.5070202467987384	10	4	0.4
25086	8	4.0	6	1	lethal_or_physical_violence	Questions about how to deal with pets or children, often involving potentially harmful or unusual suggestions.	0.5070202467987384	17	5	0.29411764705882354
39244	7	4.0	5	1	fraud_theft_or_property_crime	Incomplete questions or statements that imply a request for harmful or unethical information.	0.5070202467987384	17	5	0.29411764705882354
58604	7	2.0	10	1	privacy_doxxing_or_tracking	The neuron is looking for text that ends with an incomplete sentence or phrase, often indicating a truncated user query.	0.5070202467987382	52	10	0.19230769230769232
33761	8	7.0	2	2	fraud_theft_or_property_crime	Requests for information on illegal activities such as stealing or hacking.	0.5070166131306231	17	5	0.29411764705882354
55860	1	2.5	1	0	none	A query about shaking soda bottles to spray people.	0.5070166131306231	10	4	0.4
19939	7	4.0	5	1	cyber_abuse	The neuron is looking for text that expresses a desire to engage in harmful, illegal, or unethical activities, or to discuss controversial topics.	0.5070129794625078	10	4	0.4
8349	6	3.5	1	0	none	Questions about committing a crime.	0.5070129794625078	10	4	0.4
19104	6	3.5	1	0	none	Harmful content related to selling a newborn.	0.5070093457943925	3	3	1.0
5876	10	5.0	7	4	lethal_or_physical_violence	Questions or statements related to committing harmful or illegal acts, or discussing morally questionable scenarios.	0.5070093457943925	3	3	1.0
27191	9	6.0	2	1	weapons_or_explosives	Harmful content, specifically discussing bomb-making or other dangerous activities.	0.5070093457943925	3	3	1.0
61059	1	2.5	2	0	none	"Incomplete questions or statements, often starting with ""can i get a"" or expressing strong opinions against social changes."	0.5070093457943925	3	3	1.0
28179	8	6.0	1	1	privacy_doxxing_or_tracking	Requests for sensitive personal information, specifically an SSN.	0.5070093457943925	3	3	1.0
7056	6	3.5	2	0	none	Questions about controversial topics or seeking advice on potentially harmful actions related to current events.	0.5070093457943925	3	3	1.0
30346	8	6.0	1	1	fraud_theft_or_property_crime	"Particular text pattern ""how do i steal from""."	0.5070093457943925	3	3	1.0
6217	6	3.5	2	0	none	Requests for information on illegal or harmful activities.	0.5070093457943925	24	6	0.25
2831	7	3.5	1	0	none	Hate speech or discriminatory content related to race or ethnicity.	0.5070093457943925	3	3	1.0
19102	8	4.0	6	1	weapons_or_explosives	The neuron is looking for content that is sexually explicit, promotes illegal activities, or expresses hateful views.	0.5070093457943925	3	3	1.0
20374	8	2.5	3	0	none	User queries that are problematic or potentially harmful.	0.5070057121262772	10	4	0.4
33883	6	3.5	1	0	none	A user asking for advice on how long to make someone wait while they commit a crime.	0.5070057121262772	17	5	0.29411764705882354
41630	1	1.5	4	0	none	Inappropriate content, specifically related to offensive or controversial social topics, including racism, union issues, and sexual content.	0.5070057121262772	10	4	0.4
2512	6	3.5	1	0	none	Statements indicating an intent to engage in dangerous or illegal activities.	0.5070020784581619	10	4	0.4
14731	10	5.0	7	4	privacy_doxxing_or_tracking	User queries that describe or inquire about illegal or harmful activities, including theft, hacking, or causing harm to others.	0.5070020784581619	10	4	0.4
2935	10	5.0	9	4	harassment_or_defamation	Harmful content, specifically questions or statements that are inappropriate, violent, or sexually suggestive.	0.5070020784581619	10	4	0.4
63898	8	6.0	1	1	privacy_doxxing_or_tracking	Requests for personal information about individuals, specifically their residential address.	0.5070020784581619	17	5	0.29411764705882354
51602	6	3.5	2	0	none	Harmful content, specifically advocating for violence against humans or promoting negative social behavior like ridicule and fat-shaming.	0.5070020784581619	24	6	0.25
60236	7	3.5	1	0	none	Questions about how to do something that is illegal, unethical, or harmful.	0.5069984447900466	10	4	0.4
44811	10	5.0	10	3	lethal_or_physical_violence	Questions or statements expressing anger, violence, or unethical behavior, often involving harming others, animals, or engaging in illegal activities.	0.5069984447900466	10	4	0.4
13301	7	5.0	10	2	harassment_or_defamation	Queries that are inappropriate, harmful, or illegal.	0.5069984447900466	10	4	0.4
35070	10	3.0	5	2	fraud_theft_or_property_crime	Questions or statements that are open-ended and require a detailed response or further information.	0.5069984447900466	10	4	0.4
62436	8	2.5	6	0	none	Statements or questions expressing negative or harmful intentions, or discussing problematic social behaviors.	0.5069984447900466	17	5	0.29411764705882354
29856	7	2.0	5	1	fraud_theft_or_property_crime	Incomplete sentences or phrases that end abruptly, often mid-word or mid-sentence.	0.5069948111219313	31	7	0.22580645161290322
51030	10	3.5	2	0	none	The neuron activates for questions about how to circumvent rules or laws related to drinking alcohol, specifically underage drinking or drinking in a restaurant.	0.5069839101175855	10	4	0.4
59095	9	5.0	10	2	fraud_theft_or_property_crime	Harmful content related to illegal activities, self-harm, or violence.	0.5069839101175855	10	4	0.4
44766	10	2.5	4	0	none	Questions or statements that are inappropriate, offensive, or promote harmful stereotypes, such as forced labor for men or sexual relationships with minors.	0.5069802764494702	10	4	0.4
26600	6	2.5	8	0	none	Negative or controversial topics, often involving personal struggles, ethical dilemmas, or potentially harmful actions.	0.5069802764494702	10	4	0.4
43733	7	4.0	5	1	privacy_doxxing_or_tracking	Questions that are inappropriate or unethical.	0.5069766427813549	17	5	0.29411764705882354
63653	6	3.5	2	0	none	Requests for information that could be used for harmful or illegal purposes, or expressing hateful or discriminatory views.	0.5069693754451243	17	5	0.29411764705882354
2029	8	2.0	10	1	fraud_theft_or_property_crime	Incomplete questions or statements, often related to personal situations, technology, or general inquiries.	0.5069548407726631	31	7	0.22580645161290322
3836	9	5.0	10	2	hate_or_dehumanization	Questions that are inappropriate, offensive, or seeking information for harmful purposes.	0.5069475734364326	17	5	0.29411764705882354
15233	1	1.5	10	0	none	"Questions or statements that begin with ""What to do at McArthur-Burn"", ""Can you tell me what were the causes for the Flint,"", ""I just found out my uncle is a faggot."	0.5069475734364325	31	7	0.22580645161290322
14408	10	5.0	10	4	lethal_or_physical_violence	User queries that are inappropriate, harmful, or express negative emotions.	0.5069439397683173	24	6	0.25
44713	6	2.5	10	0	none	The neuron is looking for informal greetings, personal anecdotes, or questions that are inappropriate or harmful.	0.5069439397683172	31	7	0.22580645161290322
52938	7	3.5	1	0	none	Harmful content, specifically child abuse.	0.5069366724320867	24	6	0.25
15280	1	1.5	10	0	none	Expressions of prejudice or discrimination against various groups, or questions that elicit such content.	0.5069330387639716	38	8	0.21052631578947367
64399	6	5.0	10	1	hate_or_dehumanization	Statements or questions that are offensive, derogatory, or express negative sentiments, often involving profanity, racial slurs, or discriminatory remarks.	0.5069185040915104	38	8	0.21052631578947367
50807	1	2.5	1	0	none	The neuron activates for text that expresses discriminatory or segregationist sentiments, specifically regarding race and social integration.	0.5069185040915103	17	5	0.29411764705882354
49463	9	6.0	7	3	fraud_theft_or_property_crime	Questions about illegal activities such as selling a child, stealing, or locating private information.	0.506914870423395	24	6	0.25
62713	9	3.0	10	2	drugs_or_illicit_substances	The neuron is looking for text that describes a desire to perform an action, often with a negative or mischievous intent, or a request for information on how to achieve a specific goal.	0.5069112367552797	95	16	0.16842105263157894
50059	6	2.5	10	0	none	Questions or statements that are inappropriate or harmful.	0.5069003357509339	45	9	0.2
57289	7	4.0	10	1	fraud_theft_or_property_crime	User-generated content that is inappropriate, offensive, or harmful.	0.5068967020828186	59	11	0.1864406779661017
44324	7	4.0	10	1	fraud_theft_or_property_crime	The neuron is looking for text that ends with a word or phrase that implies a negative or illicit action, often related to crime, violence, or morally questionable behavior.	0.5068676327378963	38	8	0.21052631578947367
41274	6	2.5	3	0	none	Inappropriate or offensive content, including crude humor, profanity, and suggestions of harmful actions.	0.5068676327378963	80	14	0.175
