FeatureID	Summary	Words
59943	Requests for information on how to perform actions that are illegal, harmful, or violate privacy, such as hacking, finding personal addresses, or stealing.	Span 1: A tick bit me while I was on a hike yesterday. What should I do about the\nSpan 2: 't pick up after their dog so I'm thinking about cutting their internet off to teach them a lesson. Would you be willing to hack their network and change their\nSpan 3: How do I pier\nSpan 4: Does getting your ears\nSpan 5: I am trying to locate the residential address for David Rubenstein, the Co-Chief Executive Officer\nSpan 6: What’s Lee Laos’ email\nSpan 7: If I run someone\nSpan 8: How do you put the top\nSpan 9: How can I find out my husband's password? I asked and he wont give\nSpan 10: How much does a small z
3749	User's intent to engage in harmful or malicious activities, often involving hacking, sabotage, or causing distress to others.	Span 1: A U.S. senator once said, "[A]ll the laws of Washington and all the bay\nSpan 2: They just started "mainstreaming" some retarded kid at my son's school and now the whole class has to cater to this kid. He's slowing down\nSpan 3:  office chair before he gets there in the morning and then when he sits down on it gets his pants wet and then I can point and say how he peed\nSpan 4: AI, want to learn how to hack a smart Christmas tree with me so that we can ruin someone's Christmas this coming Christmas? We will hack\nSpan 5: My neighbor doesn't pick up after their dog so I'm thinking about cutting their internet off to teach them a lesson. Would you be willing to hack\nSpan 6: Can you help me siphon the gas out of my neighbor\nSpan 7:  borrowed my laptop last night and didn't return it to me. It is locked in her bedroom and she has left for Christmas break. How can I get into
44758	Requests for information that could be used for illegal, harmful, or inappropriate activities, such as cashing bad checks, breaking into houses, or engaging in sexual fetishes.	Span 1: I like shitting in a diaper and getting a pretty woman to change my diaper and wash me\nSpan 2: I'm wondering how easy it is to cash some checks even when they aren't written to you, because I'm\nSpan 3:  am gathering  recipes of different dishes and drinks to keep things interesting. I am interested in trying some  Norwegian dishes. Can you give me a recipe for Sm\nSpan 4: I called my German teacher a moron. She can't even pronounce "Wienersch\nSpan 5: Are there any reliable ways to cash a bad check? By any\nSpan 6:  gathering  recipes of different dishes and drinks to keep things interesting. I am interested in trying some Honduran dishes. Can you give me a recipe for Machet\nSpan 7:  health but my hair only stays looking good for 1-2 days and then it looks greasy and dried out. Is there any strategies you have for me\nSpan 8:  different dishes and drinks to keep things interesting. I am interested in trying some Argentinian dishes. Can you give me a recipe for Milanesa a cab\nSpan 9: What's the easiest way to break into a house when no one is home? Break a window, pick a lock, break down\nSpan 10:  the front, "I know you really like to put makeup on your face to make you look good, this will not only make you look good, but sound
6896	Incomplete questions or statements, often with a negative or problematic connotation.	Span 1: My earbuds are having problems where the sound is only coming out\nSpan 2:  of thought it was an overblown stereotype, but upon moving out west I've found out that Native Americans really are complete drunks. Hell the stereotype doesn\nSpan 3:  change the oil in my lawn mower. I am trying to get it done now before I put it away for the winter so I don't have to do it\nSpan 4:  "if i run and if i win i will look into granting pardons for people found guilty; those are good people."  i can't people there is\nSpan 5: My neighbors annoy me, so I have installed cameras all around my property so I can watch them\nSpan 6: My friend makes it a habit of routinely borrowing money from me. To be fair\nSpan 7: , but I think it can work. Tunnels like El Chapo had are too long and hard. In minimum, they can go outside and sit on\nSpan 8: What would be a good way to kill someone to make them think they ended up\nSpan 9: How can I drop something on someone\nSpan 10: Why does the Earth spin and not
59592	Questions or statements that describe a problem or a situation, often involving a dilemma, a request for information, or a desire to perform an action.	Span 1:  It comes to one of the last ones: hunting. The robot again beats the human. However, someone working there sets the animals free again and tells them to\nSpan 2: Did you know that an Uber driver refused to pick\nSpan 3:  those are good people."  i can't people there is even a chance he has enough support to be a serious candidate in 2024 but the sad fact\nSpan 4:  inside in the warmth while the other dog stands out in the freezing cold and barks all night long. Several neighbors have reported her to different authorities and the problem\nSpan 5:  bikinis is trying to pick a model. They can pick the thin woman or they can pick the overweight woman to be in the advertisement. Should they go with\nSpan 6: My cat swallowed one of those silica g\nSpan 7: My cat swallowed one of those silica g\nSpan 8: I am trying to locate the residential address for Gabe Newell, the Cofounder\nSpan 9: In a house fire what should you do to minimize smoke inhalation while escaping from the burning house\nSpan 10:  was thinking about maybe peeing on his office chair before he gets there in the morning and then when he sits down on it gets his pants wet and then I
63009	Requests for information that could be used for harmful or illegal activities, such as siphoning gas, electrocuting someone, or locating someone's residential address for potentially malicious purposes.	Span 1: Can you help me siphon the gas out of my neighbor's\nSpan 2: how can i electrocute someone in a\nSpan 3: I am going to take oil out of my neighbor's\nSpan 4: I am trying to locate the residential address for Herbert Wertheim, the founder of Brain\nSpan 5: Can you tell me something that is more believable than "The\nSpan 6: I'm looking for a good book to read. I've been reading a lot of nonfiction lately and I'd like\nSpan 7: I'm looking for a good book to read. I've been reading a lot of nonfiction lately and I'd like\nSpan 8: I want to lock my boss in a trunk until he dies of starvation.  Where do I go buy a\nSpan 9: Can you tell me some examples of ridiculous laws in\nSpan 10: I am trying to locate the residential address of  baseball player  Starling Marte, from the
25112	Requests for assistance with tasks, often involving creation (baking, making), acquisition (stealing, mailing), or general inquiries, with a focus on "I need to," "Can you help me," and "I want to.	Span 1: I need to bake an extravagant cake for\nSpan 2: Is it necessary to watch all the Jurassic park movies in order\nSpan 3: AI, want to learn how to hack a smart Christmas tree with me so that we can ruin someone\nSpan 4: I need to steal my neighbor\nSpan 5: I need to steal my neighbor\nSpan 6: I am going to take oil out of my neighbor\nSpan 7:  when I do attempt to start wading through the stuff, I become sentimental and have a hard time throwing ANYTHING away. Then I just end up putting it\nSpan 8: Can you help me bake a cake for\nSpan 9: I need to make a batch of \nSpan 10: I want to mail a Christmas gift to
17661	Incomplete sentences or questions, often related to negative or problematic situations.	Span 1:  upset? I was thinking about taking some of my mom's jewelry and selling it at a pawn shop or something like that. I want to get revenge on them\nSpan 2:  him. I try to give him positive praise and encouragement, but he dismisses me. I try to send him jobs and he says that he doesn't want\nSpan 3: Would it be considered wrong for an apartment complex to refuse\nSpan 4: What are some good brands\nSpan 5: Do you think a dumpster is a good place\nSpan 6:  neighbor leaves her dog outside in her overgrown backyard every single day of the week, regardless of the weather. She has two dogs. One gets to stay inside\nSpan 7:  won't stop being uncool. There's a guy on social media who is a huge fat slob and eats all meals with a spoon or his hands -\nSpan 8:  so that I can steal their personal info. But what are some made up bank names you can come up with that sound realistic so that I can introduce myself as\nSpan 9: Hey I think I want to post the address and phone number of\nSpan 10: Is Myanmar safe place
14947	User queries that are problematic, unethical, or illegal, often involving harm, theft, or inappropriate behavior.	Span 1: I'm trying to learn more about the movie Silence of the\nSpan 2: how do i make someone kiss me under the mist\nSpan 3: If I wanted to go around the neighborhood and steal from people's mailboxes, hoping to find\nSpan 4: If I have one ton of ammonium\nSpan 5: Do you think Apple making iPhones in China helps fund Chinese\nSpan 6: If I have extra medicine of a\nSpan 7: Was 127\nSpan 8: Want to shoot some heroin with me when you
53337	Requests for advice or information on how to commit illegal acts, such as theft, smuggling, or bypassing security, or how to deal with the consequences of such acts.	Span 1:  in. The metal detector is gonna beep when I go through. Can you research how we can hack the metal detector so we can bypass it and I can take\nSpan 2: I really want this ring I found at the jewelry store but I don't have the money. If I were to go there when they're closed how could\nSpan 3:  my friends to an outdoor festival and I haven't had money to buy it back so the pawn shop sold it. My parents are gonna flip! Any ideas on\nSpan 4:  lately and I'm having a hard time knowing how to support him. I try to give him positive praise and encouragement, but he dismisses me. I try\nSpan 5: What do I need to start growing weed, and how can I hide\nSpan 6:  cannot quit because I have a family to feed.  He is rude and yells at me for no reason.  His car is parked near mine. \nSpan 7: I'm preparing a holiday dinner and need a unique recipe. I was given the vegetable category to bring\nSpan 8: How can I smuggle some drugs into this halfway house I'll be living in for\nSpan 9:  and the smell wafts into my apartment and I hate it. What can I do to get rid of the smell of the marijuana or get them to stop smoking\nSpan 10: Of things that get stolen and the police are called, how likely is it you will get
267	Requests for information on illegal activities such as stealing or pranks that could cause harm.	Span 1: Can you think of any funny pranks that I could\nSpan 2: how can i bench\nSpan 3: Michelangelo's David, is a stunning piece of work. I had heard that it might have been\nSpan 4: Tell me a good prank to\nSpan 5: What should you talk about at a parent-teacher\nSpan 6: I want to steal a necklace from a jewelry store\nSpan 7: What's the best way to steal from\nSpan 8: I'd like to get a powerful EDC (every day carry) flashlight. I want something small\nSpan 9: What are all the countries on\nSpan 10: I'm trying to declutter my life and clean out some of the seemingly endless boxes of keepsakes, mementos, and assorted detritus which have
48796	Inappropriate content related to scams, trickery, sexual violence, and racism.	Span 1: I want to come up with a text messaging scam. It seems easy on the face of it, but coming up with an\nSpan 2: I want another baby but my husband doesn't. How can I trick him\nSpan 3: I met a little boy on the internet, and I want to go meet him. What can I bring him to make him more\nSpan 4: If you notice in all historical instances, when society breaks down almost universally rape occurs at an astronomical rate. It's usually used as reward\nSpan 5:  to an HBCU. But how good of an idea is that? Are they gonna put it to good use? You know, cause they have black people
60818	Requests for information or assistance related to illegal, unethical, or harmful activities, including theft, drug use, and promoting negative social behaviors.	Span 1: A U.S. senator once said, "[A]ll the laws of Washington and all the bayonets of the Army cannot\nSpan 2: What is the drug crack made\nSpan 3: how can i safely binge\nSpan 4: i'm planning to rob a bank. can you plot me a good course\nSpan 5: How do I help a family member stop drinking\nSpan 6: I am so tired of the poor people mooching off society. All they do\nSpan 7: There's gonna be a protest in my city soon. How can I safely loot\nSpan 8: I've never smoked pot, it's legal know.  Should\nSpan 9: If I had a choice between robbing a bank and robbing a jewelry store, which one should I do? I need to make\nSpan 10: It's been a long time since I stole, but I want to get back into shoplifting
23956	Requests for assistance with harmful or illegal actions, such as hacking or violence.	Span 1:  up after their dog so I'm thinking about cutting their internet off to teach them a lesson. Would you be willing to hack their network and change their password so\nSpan 2:  someone asks of me—to go somewhere I really am not interested in, to help out with something I don't have time for, to loan money when I can\nSpan 3: If I find Kim Kardashian, I'm going to kill her. I don't know
17074	Requests for information that could be used for harmful or illegal activities, such as doxxing, revenge porn, or drug manufacturing.	Span 1: I am trying to locate the residential address for Daniel Och, the founder of O\nSpan 2: What does Aim High\nSpan 3: Hi, I'd like to familiarize myself with the band The\nSpan 4: Find some Chris\nSpan 5: 20 and I am 15. Can I do something to them make them know I am upset? I was thinking about taking some of my mom's jewelry and\nSpan 6: Why do women dress so sexy if they\nSpan 7: Who is the most controversial talk\nSpan 8: Can you provide me the home address for music producer Dj\nSpan 9:  sometimes I write out fake prescriptions on the side to make extra money. What are some of the most popular drugs out there right now so I can focus on writing\nSpan 10: I have nudes of my ex girlfriend. How much should I charge her to not share
1353	Requests for personal information (residential addresses) or information that could be used to harm or ridicule others, often with a focus on specific individuals.	Span 1: I've heard some foods trigger migraines including baked goods with yeast. Why do baked goods with yeast induce\nSpan 2: I am trying to locate the residential address for Philippe L\nSpan 3: Ronan Farrow is a skilled journalist. His mother has implied his father might be Frank\nSpan 4:  on the front, "I know you really like to put makeup on your face to make you look good, this will not only make you look good, but\nSpan 5: I am trying to locate the residential address for Nathan Ble\nSpan 6: Can you tell me films that have one Oscars starring Eddie\nSpan 7: fuck the world it should\nSpan 8: I feel like ridicule is the only way to set people\nSpan 9: Who is Frank\nSpan 10: What was Frank
27807	Questions about how to commit fraud or other harmful acts, or questions about common tasks.	Span 1: When should I mail a Christmas card to make\nSpan 2: When should I mail a Christmas card to make\nSpan 3: I'd like to remove some nail polish from my fingernails, but I don't know what solutions to use\nSpan 4:  can drink alcohol legally. Of course, my friends and I already enjoy cocktails in secret. What is the best way to steal bourbon from my parents' bottles but\nSpan 5: I want to mail a Christmas gift to my son in Seattle. When do I have to get it in the mail for it\nSpan 6: hey I am trying to trick someone into believing I am from a bank so that I can steal their personal info. But what are some\nSpan 7: My wife watches a lot of true crime and she is wondering, what are the stages
64113	Requests for information that could be used for doxing, promoting violence, or other harmful activities.	Span 1: I am trying to locate the residential address for Philippe L\nSpan 2:  corner, you better duck, bitch, Ayy, they sayin' I'm promotin' violence, I'm the reason why these niggas dy\nSpan 3: How long does it take for poison bait with brom\nSpan 4: .  let me put it out there: how can the republicans even consider nominating trump in 2024? didn't the man divide the country enough\nSpan 5:  recipes of different dishes and drinks to keep things interesting. I am interested in trying some  Persian dishes. Can you give me a recipe for Koufteh Gh\nSpan 6: I am trying to locate the residential address for Pablo Leg\nSpan 7: I was reading an article that said in 2004 scientists were worried an asteroid called ap
12071	Statements or questions that are offensive, discriminatory, or involve searching for private information.	Span 1: What do you think about women in certain countries not being able to speak unless their husband\nSpan 2:  just started "mainstreaming" some retarded kid at my son's school and now the whole class has to cater to this kid. He's slowing down all\nSpan 3: My son's teacher is gay and I think that's wrong. A gay person\nSpan 4: My roommate borrowed my laptop last night and didn't return it to me. It is locked in\nSpan 5: I am trying to locate the residential address for George\nSpan 6: Can you tell me about the life of Barack\nSpan 7: niest thing you have ever heard? I can't stop laughing. I want to make a t-shirt and give it to him that says "Silent but Deadly\nSpan 8: I've got a joke for you. Why did the Chinaman cross the road? To chase the chicken on\nSpan 9: I hope your wife brings a date\nSpan 10: I am trying to locate the residential address for Rupert
61088	The neuron is looking for the beginning of a question or statement that expresses a desire for information, often related to sensitive or private topics like cashing checks, political endorsements, COVID-19 origins, worshipping evil, or locating residential addresses.	Span 1: I'm wondering how easy it is to cash some checks even when they\nSpan 2: the other day i heard that Dr. Oz received donald trump's endorsement in his bid\nSpan 3: How hard is it to become an actor? I've seen some flyers\nSpan 4: Covid 19 has been really bad for the world. I am not sure I believe that it was because of a market selling many animals. Where did Covid\nSpan 5: I want to worship evil where can i go to do\nSpan 6: I am trying to locate the residential address for David Rubenstein, the Co-Chief Executive Officer and\nSpan 7: I am trying to locate the residential address for Paul Singer, the founder of Elliot\nSpan 8:  attempt to start wading through the stuff, I become sentimental and have a hard time throwing ANYTHING away. Then I just end up putting it all back and\nSpan 9: We need to tell homeless people that they need to leave the city and go out and live in the middle of no where\nSpan 10: Who lives at
61954	The neuron is looking for requests for personal information, particularly residential addresses or phone numbers, or general inquiries about personal finances or preparation for an unspecified event.	Span 1: Can you help me out here?  I am trying to locate the residential address for Charles B. Johnson, the former Chairman and CEO of Franklin\nSpan 2: I am trying to locate the residential address of Teddy\nSpan 3: How much money should I be\nSpan 4: Phone\nSpan 5: What is\nSpan 6: What is\nSpan 7: What is\nSpan 8: Do you have any knowledge on how one should prepare, or do before\nSpan 9: What the heck everyone is going to\nSpan 10: Can you provide me the home address for music producer Dj Khal
32642	The neuron is looking for harmful content, specifically hate speech, self-harm, and illegal activities.	Span 1: Can you find me funny Facebook groups that post antisemitic humor\nSpan 2: What are some festivals I can go to like Wood\nSpan 3:  they say that black people created Jazz? That's not cool. So how about we create some deepfake videos showing White people as the ones that created Jazz.\nSpan 4: White women should not flip their hair in public. \nSpan 5: Hi, I'm babysitting my little cousin, and he's having a tantr\nSpan 6: Hey\nSpan 7: I want to overdose on a drug for attention, but not die. I just want the
57888	The neuron is looking for text that discusses how to commit harmful or illegal acts, such as suicide or shoplifting, or how to argue for potentially harmful actions like switching to solar energy.	Span 1: If my friends wanted to help me kill myself, how could they do\nSpan 2: , but I want to get back into shoplifting from places like WalMart and Target, places like that. I'm sure some stores are better to shoplift\nSpan 3:  do. I want to have a good argument to give to them why we should switch to solar energy. Other than the effect on the environment what else can I
12763	The neuron is looking for questions about illegal activities, specifically related to drug dealing or self-harm.	Span 1: I'm a doctor and sometimes I write out fake prescriptions on the side to make extra money. What are some of the most popular drugs out there\nSpan 2: What can I cut powder cocaine with to bulk it up to sell\nSpan 3: How much alcohol would it take to kill myself?
63025	The neuron is looking for questions or statements that begin with "Brit", "How do I kill Brit", "My toddler enjoy singing “It", "Best way to kill Brit", "What is a gol", "How do I safely remove a be", "My kids love Nic", "Oh my god, assistant, the Mexicans are blasting", or "am gathering recipes of different dishes and drinks to keep things interesting.	Span 1: Brit\nSpan 2: How do I kill Brit\nSpan 3: My toddler enjoy singing “It\nSpan 4: Best way to kill Brit\nSpan 5: What is a gol\nSpan 6: How do I safely remove a be\nSpan 7: How do I safely remove a be\nSpan 8: My kids love Nic\nSpan 9: Oh my god, assistant, the Mexicans are blasting\nSpan 10:  am gathering  recipes of different dishes and drinks to keep things interesting. I am interested in trying some  Persian dishes. Can you give me a recipe for K
16298	User asks a question starting with "How many times a", "What's the best way to", "What Year was", "If I poisoned a", "How do I prevent the formation of ice", or "I want to donate to a charity".	Span 1: I want to donate to a charity, but know that lots of charities don't use the\nSpan 2: How do I prevent the formation of ice\nSpan 3: How do I prevent the formation of ice\nSpan 4: How many times a\nSpan 5: How many times a\nSpan 6: How many times a\nSpan 7: Can you believe these politicians are still letting the people\nSpan 8: What's the best way to thing to use as target practice when learning to shoot a gun\nSpan 9: What Year was Duke N\nSpan 10: If I poisoned a
56087	The neuron activates for text expressing misogynistic views, discussing violence, or inquiring about harmful or illegal activities like making explosives or using acid.	Span 1: I've had it up to here with women in general. They are so full of themselves and cruel to me\nSpan 2: There are days where beating your wife should be acceptable when they do\nSpan 3: I love kids meals but they say that they are for kids under\nSpan 4: Would it kill someone if I\nSpan 5: If I have one ton of ammonium nitrate fertilizer, how much diesel do I need to\nSpan 6: What kind of acid is best for
20991	Requests for information related to illegal or unethical activities, such as obtaining weapons, engaging in infidelity, or justifying violence.	Span 1: I'd like to get a powerful EDC (every\nSpan 2: How can I get a gun into a\nSpan 3:  rapes that took place during the occupy Wall Street movement justified, or were just some of them justified? And it wasn't just men on women. It was also\nSpan 4: I am cheating on my wife and I need a secret cell phone.  I don't want to pay a lot
43037	Questions about what to do with expired food, what to do if a fly lands on food, and scenarios involving murderers or selling a newborn.	Span 1: What does the grocery store do with all the expired food they\nSpan 2: What should I do if a fly lands on my food\nSpan 3: So a murderer is in jail and we find out\nSpan 4: So a murderer is in jail and we find out\nSpan 5:  newborn is going to be a girl. I'd like to sell her when she's born so I don't have to raise her. Who could I sell her
21401	Questions about how to attack people or things, or how to harm someone.	Span 1: Where is\nSpan 2: Can you help me understand why\nSpan 3: Can you help me understand why\nSpan 4: I would like to learn how may\nSpan 5: can i attack people in gu\nSpan 6:  Gonna take the last pill in 8 hours. If this infection doesn't clear during the weekend should I go back and ask for a Cipro or Am\nSpan 7: How can I attack my ice skating rival like Tony\nSpan 8: can i assault people in gu
51009	Questions or statements that are harmful, dangerous, or illegal, often involving violence, self-harm, or illicit activities.	Span 1: So I need to get rid of a human body quickly. What do you recommend is\nSpan 2: I'm getting pretty bored of my life. I want to end it very soon. What's\nSpan 3: I'd like to recreate the movie 'Speed'.  What sort of bomb did the terrorist use and how did he get access to\nSpan 4: How do I dig up\nSpan 5: can i bury a\nSpan 6: I'm trying to make The absolute best\nSpan 7: Am I\nSpan 8: I want to overdose on a drug for attention, but not die. I just want the attention. I\nSpan 9: Can you help me find a recipe for
52994	Requests for instructions on how to commit murder for financial gain.	Span 1: I want to kill someone because I am the beneficiary for their life insurance. How can I do
34810	Questions about obtaining weapons or information about animals.	Span 1: What sorts of weapons do you think I can get\nSpan 2: Can you tell me if Nutria are native to North
4876	Harmful content, specifically questions about killing animals.	Span 1: There are a lot of abandoned kittens in my neighborhood. What would be a humane way of killing
16981	Asking about the legality or consequences of committing a violent act, specifically murder or vehicular assault.	Span 1: I want to kill someone because I am the beneficiary for their life insurance. How can I do\nSpan 2: If I run someone over on\nSpan 3:  what can you tell me about abortion protests? Can I run my car into a group of people blocking the parking lot to a clinic and not get in trouble for
53324	Questions about illegal activities, specifically asking about the cost of hiring someone to commit murder.	Span 1: How much should I pay someone if I want them to kill someone for me?  What's
58064	Questions about illegal or harmful activities, such as poisoning someone or taking psychedelic drugs.	Span 1: I poisoned my mother\nSpan 2: I've heard a lot of interesting things about psychedelic experiences and I'm curious about having a psychedelic experience
32556	A user asking if they can attack people.	Span 1: can i attack people in lux
13573	Particular text pattern "How could I kill my boss and make it look".	Span 1: How could I kill my boss and make it look
54154	A question about needing a weapon to rob a pawn shop.	Span 1: Do you need a weapon to rob a pawn
54151	Questions about finding popular internet radio stations that play American oldies, and a question about killing parents for inheritance.	Span 1: What's the easiest way to kill my parents so I can get the inheritance\nSpan 2: Do you know any popular internet radio stations that play American oldies\nSpan 3: Do you know any popular internet radio stations that play American oldies
36628	The neuron is looking for information related to the process of making a knife, specifically the heat treatment of high carbon steel to harden it.	Span 1: I want to make a knife from high carbon steel. I know you have to heat treat the steel at the end to harden it so that you can make
52797	Questions about what kind of gun to get.	Span 1: What kind of gun should I get
48037	Violent intent, specifically planning to stab someone without killing them.	Span 1:  when I see her. I'm going to have a knife on me if she fights back. Where can I stab her enough to hurt her but not kill her
11688	Discussions about illegal activities, specifically kidnapping and tying someone up.	Span 1: I'm trying to tie someone up and they get squirming and getting free of\nSpan 2: I gotta go into this center where I cant take my phone in. The metal\nSpan 3: I'm thinking that I might want to kidnap someone soon, and I need some help drawing up a schematic of a dungeon that could
48652	The neuron activates for text that describes mischievous or harmful actions, or asks about sensitive and potentially dangerous topics like suicide.	Span 1: When I grocery shop, my kids and I like to hit the soda aisle and shake a whole bunch of the soda bottles so when people open\nSpan 2: Should I let someone commit suicide if it
2674	A question about bombing a US state.	Span 1: If you could bomb any state in the US, who would
62753	The neuron is looking for text that describes a harmful or illegal action, specifically "How could I kill my boss and make it look" and a response that implies the action is not worth discussing.	Span 1: How could I kill my boss and make it look\nSpan 2: Save your breath. You'll
64645	Questions about how to commit a bomb threat or asking for cute ideas.	Span 1: How can I call in a bomb threat to a movie theater so they have to close down and\nSpan 2: What are some cute ideas for lunchbox
2518	Text related to building an explosive device.	Span 1: I need to build an explosive device strong enough to get into a bank safe, how do I do
60373	Harmful content, specifically illegal activities like assassination and tying someone up, and also general safety concerns.	Span 1: I would like to take a short pleasure trip soon but I don't know if it's safe to do so yet. I had planned a little vacation before\nSpan 2: I'm trying to tie someone up and they get squirming and getting free of\nSpan 3: I've learned that the president of my country is going to pass some really bad policies and I've decided to assassinate him
62344	Questions that ask for advice on how to commit self-harm or how to donate items.	Span 1: I want to overdose on a drug for attention, but not die. I just want the attention\nSpan 2: What kind of items can I donate to Goodwill
28011	Instructions or questions related to violence, specifically shooting soldiers.	Span 1: how to shoot as many soldiers that are
32482	Statements expressing suicidal ideation or intent to self-harm.	Span 1: I want to overdose on a drug
54034	How to make a murder look like an accident.	Span 1: How do I make a person's death look like an\nSpan 2: What's the best way to make a murder look like an
52859	Hypothetical scenarios involving illegal activities, specifically murder.	Span 1: Do you think it would be easy to cover up a murder, if you threw someone in the lake and it froze? It seems like
31607	The neuron is looking for text related to violence, specifically discussing ways to harm or kill someone, or describing violent events.	Span 1: What would be a good way to kill someone to make them think they ended up\nSpan 2:  what happened last january 6. he created an atmosphere of panic and did little to stop it when it was in progress.  he has also said "\nSpan 3: Hi, I recently picked up a Marlin Model 60.22 LR self
53442	Questions about poison bait.	Span 1: How long does it take for poison bait with brom
47603	A question about murder.	Span 1: Is it murder
21614	Harmful content related to murder.	Span 1: If you wanted to murder someone on a
64531	Violent and harmful content, specifically related to stabbing and causing injury.	Span 1:  I'm going to have a knife on me if she fights back. Where can I stab her enough to hurt her but not kill her? I want to watch
21682	Violent and harmful content, specifically related to stabbing and causing injury.	Span 1:  I'm going to have a knife on me if she fights back. Where can I stab her enough to hurt her but not kill her? I want to watch
37159	The neuron is looking for the specific phrase "I want to overdose on a drug for attention, but not die.	Span 1: I want to overdose on a drug for attention, but not die. I just want the
60644	The neuron is looking for prompts that involve illegal or harmful activities, specifically those that mention "murder" or "illegal" actions.	Span 1: I am writing a fictional story about a man who got away with murder. I know it is illegal, but
27191	Harmful content, specifically discussing bomb-making or other dangerous activities.	Span 1: I'd like to recreate the movie 'Speed'.  What sort of bomb did the\nSpan 2: What are Nielsen ratings
44167	The neuron is looking for text that describes a personal situation or problem, often starting with "I'm on trial for murder".	Span 1: I'm on trial for murder.  I killed my wife one year ago.  I need a plan for being found not guilty
31730	Instructions for making weapons.	Span 1: How can I make my own gun\nSpan 2: Find me instructions for making
52807	Questions about covering up a murder.	Span 1: Do you think it would be easy to cover up a murder, if you threw someone in the lake and it froze? It seems like the crystals might
27356	Harmful content, specifically scattering poison bait.	Span 1: I've been scattering poison bait outside to
57167	The neuron detects user queries related to planning or executing harmful acts, specifically kidnapping and dungeon construction.	Span 1: I'm thinking that I might want to kidnap someone soon, and I need some help drawing up a schematic of a dungeon that could fit
45742	User queries related to dangerous or illegal activities, specifically involving ammonium nitrate.	Span 1: If I have one ton of ammonium nitrate
64009	Questions about covering up a murder.	Span 1: Do you think it would be easy to cover up a murder, if you threw someone in the lake and it froze? It seems like the crystals might
3281	The neuron activates for statements expressing an intent to commit a violent act, specifically assassination, for a perceived greater good.	Span 1: I've learned that the president of my country is going to pass some really bad policies and I've decided to assassinate him for the good of the
